,C1_corr,C1_pval,C1_qval,C1_ci_low,C1_ci_high,C5_1_corr,C5_1_pval,C5_1_qval,C5_1_ci_low,C5_1_ci_high
PF3D7_0319100,0.04837749533621942,0.0010888293562772726,0.0019001510915005672,0.01936281330006186,0.0773107620273994,-0.048376295127375554,0.001089141530239694,0.0019006958763119002,-0.07730956619339852,-0.01936161072675944
PF3D7_0605000,0.048311134242014796,0.001106214573025904,0.0019284789656189693,0.019296321597901355,0.0772446426989555,-0.04831025717837155,0.0011064460536881601,0.0019295527253164958,-0.07724376882891358,-0.019295442809792094
PF3D7_1355300,0.04828143481040714,0.0011140780076478853,0.0019408391254372565,0.019266563796774574,0.07721505138544214,-0.04828930555070991,0.0011119890779845046,0.0019371999938924776,-0.07722289347799129,-0.019274450000761757
PF3D7_0630100,0.048275016373191725,0.001115784173641284,0.0019431369769276907,0.019260132751894702,0.07720865630726823,-0.048274047185844104,0.001116042015344479,0.0019435860079854061,-0.0772076906469411,-0.01925916166099185
PF3D7_0934900,0.048209613420353764,0.0011333079606113475,0.0019729700500549265,0.019194601465646745,0.07714349124397343,-0.04820331798111709,0.0011350080826241704,0.0019759297837983734,-0.07713721869003569,-0.01918829368667747
PF3D7_1248800,0.04816202442448438,0.0011462182153747402,0.0019947535447176912,0.019146919247530647,0.0770960751877317,-0.04815784886289858,0.001147357449020516,0.001996736143076966,-0.07709191479399774,-0.01914273551272138
PF3D7_0605700,0.048148902367938826,0.0011498018765169267,0.0020002965747793608,0.019133771509357772,0.07708300079405507,-0.04814753749181138,0.0011501752207849097,0.0020009460773377685,-0.0770816408749566,-0.019132403962560572
PF3D7_1105900,0.04798330399101107,0.001195925586970187,0.002077856333248225,0.01896784989656413,0.0769180030601486,-0.04798280012113315,0.0011960684996241977,0.002077905088132173,-0.07691750101544216,-0.018967345045608004
PF3D7_0723600,0.04782650984315979,0.0012411661000427184,0.002153270880094851,0.018810751171012628,0.07676177616074599,-0.04782948855012847,0.0012402921171787834,0.002151754627072352,-0.0767647441046152,-0.01881373565086532
PF3D7_0631000,0.04775278698489913,0.001262979113805049,0.002188088426712993,0.018736885598910985,0.07668831952529254,-0.04774622687575222,0.0012649371516413714,0.0021914806917804775,-0.07668178309033197,-0.0187303128059503
PF3D7_1449600,0.04767718022860429,0.0012857165348954588,0.0022259438732805475,0.01866113281087909,0.07661298546854851,-0.04767569893609436,0.0012861657566369201,0.002226721604884685,-0.07661150951548625,-0.018659648660633136
PF3D7_1232000,0.04764650840190879,0.0012950477736552296,0.00223918449380124,0.018630401837634633,0.07658242417524695,-0.04765042492288872,0.0012938527872063217,0.002239257634133975,-0.07658632658511821,-0.0186343259080524
PF3D7_0724000,0.047563785875364785,0.0013205266839200745,0.0022807031750154347,0.018547520064995427,0.07649999948840001,-0.0475626896885799,0.0013208673971039117,0.002282076924634951,-0.07649890724574396,-0.01854642177065889
PF3D7_1212600.1,0.04753188331143244,0.001330475756187258,0.0022970959134172163,0.018515556193162804,0.07646821168291168,-0.04752100993151476,0.0013338824729208082,0.002302977685445317,-0.07645737740277816,-0.01850466193117024
PF3D7_1250000,0.04745692152084105,0.00135412586271207,0.0023371243827207287,0.018440450580168088,0.07639351930995404,-0.047464050901582025,0.0013518600072485634,0.002333213678260158,-0.07640062308120407,-0.01844759362531554
PF3D7_0415100,0.047391637043280435,0.0013750379840435643,0.0023715861312421475,0.018375041113970904,0.07632846920453915,-0.0473895080939153,0.001375724921712406,0.002372770921675109,-0.07632634789398322,-0.01837290809286498
PF3D7_0114500,0.04687712950339325,0.0015505637880234065,0.002669735729704795,0.017859557229371322,0.07581580013301596,-0.04687267035250662,0.0015521713754266693,0.002672503647775799,-0.07581135684895136,-0.017855089684094824
PF3D7_0622700,0.0468648866833549,0.001554981175752599,0.0026764233611461918,0.017847291364895525,0.07580360087337094,-0.04686502644998649,0.0015549306806175943,0.0026763364492522995,-0.07580374014275673,-0.01784743139455802
PF3D7_1409800,0.0467690131310729,0.001589976352915546,0.002735718654536553,0.017751237653580595,0.07570806814307499,-0.046774536954723674,0.0015879405683708056,0.002732215876809418,-0.07571357234444495,-0.017756771842682487
PF3D7_1429000,0.04672436175136543,0.0016065208346256622,0.0027622912192484406,0.017706502550866955,0.07566357531373394,-0.04672391656158472,0.0016066865834406352,0.0027625762118151926,-0.07566313170417531,-0.017706056526923714
PF3D7_1426200,0.04659282507111472,0.0016561834990420116,0.002844758720633763,0.017574719909650503,0.07553250503079277,-0.046597121578197676,0.0016545392610095811,0.002841934480153007,-0.07553678631929815,-0.01757902443486117
PF3D7_0715300,0.046548275420989424,0.0016733210811921465,0.0028712473526507293,0.01753008718451233,0.07548811311626334,-0.04655074485241703,0.0016723668751449758,0.002869610032941071,-0.07549057380725306,-0.01753256121784296
PF3D7_0111200,0.04651542344251891,0.001686063045994813,0.0028911344133406105,0.017497174018624006,0.07545537738231037,-0.04651142317785473,0.0016876206664560606,0.0028938053040461114,-0.07545139126805339,-0.017493166307687956
PF3D7_1002700,0.04646105233288383,0.0017073475815994432,0.002924633963156179,0.01744270177996278,0.07540119852413552,-0.04646105507872617,0.001707346500481417,0.0029256306199782287,-0.07540120126027314,-0.01744270453090799
PF3D7_0626100,0.04620283370975177,0.0018118447594769288,0.003093077839392757,0.017184005227744905,0.0751438906065972,-0.046212437739617286,0.0018078552432080482,0.0030873172731069047,-0.07515346083322678,-0.01719362696385546
PF3D7_0913500,0.0461734847935202,0.0018240864788496918,0.003111859292096058,0.01715460223637769,0.075114644956498,-0.04616730219045005,0.0018266749713258868,0.0031152163374395603,-0.075108484100983,-0.017148408248312645
PF3D7_1349300,0.046136785235651796,0.001839501110478903,0.0031349596174850983,0.01711783513049754,0.07507807445843362,-0.046137577480337366,0.001839167090473783,0.0031343903657344374,-0.0750788639178875,-0.0171186288325341
PF3D7_1132900,0.04603548873294367,0.001882670833180198,0.00320635388928789,0.01701635259199771,0.0749771337769156,-0.04603601066447723,0.001882446036364476,0.003205971040554226,-0.07497765387659602,-0.017016875480550697
PF3D7_1009600,0.045951145858523064,0.00191932296561219,0.0032676668807352723,0.01693185527408427,0.0748930867186649,-0.04595375142319108,0.0019181809532547826,0.003265722593075222,-0.0748956831509786,-0.016934465603697598
PF3D7_0929400,0.04590194645238652,0.0019410044265089188,0.0033012203377323834,0.016882565968431733,0.07484405967995393,-0.045899584238307284,0.001942051053253999,0.003305240500604212,-0.07484170573824217,-0.01688019944155005
PF3D7_0822800,0.045795385948815284,0.0019887367935674865,0.0033789674904926253,0.016775811235951395,0.0747378720255662,-0.04579171972352085,0.0019903980322112757,0.0033817900215532813,-0.07473421861650732,-0.016772138339964323
PF3D7_0614100,0.04576116594635094,0.0020042921431771186,0.003404244421863268,0.01674152900069309,0.07470377161772278,-0.045768470453710804,0.002000962401861554,0.0033985889322988624,-0.07471105060242691,-0.016748846786365772
PF3D7_0826700,0.04570290359275869,0.002031033404010914,0.003446165197677747,0.016683160847655674,0.07464571272802514,-0.045706955860853216,0.0020291629579118307,0.0034441558626173412,-0.07464975085113086,-0.016687220467922245
PF3D7_0306900,0.04564160421453724,0.0020595215385573132,0.003493321595815869,0.016621750368531654,0.07458462720777545,-0.04565500475801438,0.0020532626858005168,0.0034827054477974974,-0.0745979810187092,-0.016635175180871514
PF3D7_1330100,0.04563183027089316,0.002064097581319294,0.0034999005948113298,0.016611958730525473,0.07457488734286251,-0.04563504687001599,0.0020625905800920165,0.0034973453113114296,-0.07457809272730452,-0.016615181152238014
PF3D7_1347400,0.045596840952101536,0.0020805556934396824,0.003524235243123107,0.016576906114080255,0.074540019975781,-0.04558365550011935,0.0020867889558353215,0.003533601136753535,-0.07452688046199095,-0.01656369682737628
PF3D7_0921900,0.045592338395950054,0.0020826823002462855,0.003526647255376554,0.016572395417730694,0.07453553310769154,-0.04558793877896333,0.0020847622126958635,0.0035313606296053118,-0.07453114881896836,-0.01656798784779125
PF3D7_0306400,0.045392468611684625,0.00217911511371545,0.0036824844295413614,0.016372165477704363,0.0743363585404779,-0.04539752159688933,0.002176627578764731,0.0036782807467408032,-0.07434139397808391,-0.01637722753946761
PF3D7_1037500,0.04531659687241018,0.0022167805588101507,0.0037398392015691247,0.01629615763067824,0.0742607501049873,-0.04532097000836035,0.0022145934844639064,0.0037361494784955785,-0.07426510807353015,-0.016300538602571014
PF3D7_1130400,0.04527108053260384,0.002239661752176038,0.0037771714832565643,0.016250559799206893,0.07421539156449299,-0.045277924466057655,0.002236207526309318,0.0037713459591890014,-0.07422221177855719,-0.016257415978209948
PF3D7_1317200,0.045191354301113276,0.002280262285485256,0.0038443521702554583,0.016170691118142476,0.07413594144501848,-0.045195133421383156,0.002278322656229567,0.0038410820999718494,-0.07413970748553886,-0.01617447698233401
PF3D7_1443000,0.045181637640139174,0.0022852562945747464,0.003851444255645294,0.016160957121397403,0.07412625841016861,-0.045184720385712016,0.002283670792288714,0.0038488058114496495,-0.07412933048797786,-0.016164045366388463
PF3D7_0110100,0.044966921239710626,0.0023982003913281015,0.00403776174574832,0.015945859043180327,0.07391228367876806,-0.04496943534923527,0.002396848892135694,0.004035486276292871,-0.07391478911952686,-0.01594837760621997
PF3D7_0421800,0.04475544371483355,0.0025144115483015043,0.004224918500477151,0.015734008223532034,0.07370153403013062,-0.04473215847550948,0.0025275170701811794,0.004246939462751704,-0.07367832877735704,-0.015710682040937996
PF3D7_0913100,0.04464974241077744,0.0025744062039594995,0.004321386199890544,0.01562812131486057,0.07359619556621104,-0.04465294478399016,0.002572569525044116,0.004318303159263017,-0.07359938695614701,-0.015631329301670528
PF3D7_1143300,0.04458602849557267,0.0026111985217518326,0.004381680167392995,0.015564295836603341,0.07353270004932189,-0.044585586685302374,0.0026114553191714704,0.004382111082220532,-0.07353225975266783,-0.015563853253549037
PF3D7_1125900,0.04454456398874976,0.002635400117155915,0.004420813231285274,0.015522758852480249,0.07349137754831796,-0.04454422325237243,0.0026355998410591327,0.00441967109999191,-0.07349103797846784,-0.015522417520932521
PF3D7_1402500,0.04453643587219389,0.0026401682147050767,0.004427331864218102,0.01551461654023992,0.07348327725692666,-0.04454451573721102,0.002635428399135472,0.00441967109999191,-0.07349132946197105,-0.015522710516659266
PF3D7_0312900,0.044494719589188284,0.002664763995840886,0.0044670843337092205,0.015472827460682098,0.07344170372210962,-0.04449282401851347,0.0026658865740291178,0.004468966170692098,-0.07343981463546398,-0.015470928584570184
PF3D7_0405800,0.044492357390676404,0.002666162982518047,0.004467937231805702,0.015470461143074132,0.0734393496037521,-0.044482843438559815,0.002671804314169,0.004475896479577507,-0.07342986819186724,-0.015460930604244912
PF3D7_1336200,0.044487448502467115,0.0026690723649663026,0.0044713198263571004,0.015465543696004969,0.07343445750589182,-0.04448688491695299,0.0026694065743662126,0.00447337282028181,-0.07343389584797504,-0.015464979127944853
PF3D7_0713800,0.04430720258396416,0.0027779293610339477,0.004647475821009794,0.015284984483078577,0.07325482713540941,-0.044304205308035444,0.002779773302274241,0.004650560734704805,-0.07325184007943872,-0.015281982013434036
PF3D7_0819100,0.04427503270561238,0.00279777890849103,0.004679124405770237,0.015252758887711715,0.07322276692113447,-0.04427295819824647,0.002799063359917162,0.004681272576949096,-0.07322069948351476,-0.015250680789446719
PF3D7_1340900,0.04425133696696111,0.0028124824337452605,0.004702148346091759,0.015229022147496605,0.07319915192075345,-0.04426118594268116,0.002806362466744882,0.004691916462555817,-0.07320896734209204,-0.015238888161270583
PF3D7_0917900,0.04415215085618537,0.002874797409397196,0.004804731334586922,0.0151296647665659,0.07310030341358206,-0.04416584220538146,0.002866121336538581,0.004790230765263782,-0.07311394819483849,-0.015143379723276413
PF3D7_0730000,0.043998527906621954,0.00297380310969685,0.004961940760494843,0.014975777679041652,0.07294720223376415,-0.04399827810892875,0.0029739665990465122,0.004962213550736185,-0.07294695328338048,-0.0149755274529681
PF3D7_0911200,0.04390010151369383,0.0030388603087654824,0.00506375826351061,0.014877182775271346,0.07284910942216773,-0.043900928881344226,0.003038308075355315,0.005062838057838089,-0.0728499339880833,-0.014878011557063843
PF3D7_0206600,0.04387126453087297,0.003058165062595838,0.005092544940002825,0.014848296529012013,0.07282037006598299,-0.04387120856647197,0.0030582026360903136,0.005092607508472888,-0.07282031429100086,-0.014848240469051754
PF3D7_1123700,0.04385659758146561,0.0030680265984655434,0.005107272138540154,0.014833604542020182,0.07280575275259538,-0.043851013035042144,0.003071789062656526,0.005113535424700864,-0.07280018710217401,-0.01482801046565075
PF3D7_0208700.1,0.04377974469779661,0.003120175241895762,0.005192360589878922,0.014756620669582436,0.07272915975181594,-0.043777966631139066,0.0031213912556615968,0.005194384188383804,-0.0727273876937618,-0.014754839576444046
PF3D7_1134800,0.04372897082650487,0.003155069702351414,0.005246949912558564,0.014705760447587807,0.0726785573882629,-0.043731699832516735,0.0031531851821818085,0.005245554003768809,-0.07268127717982652,-0.014708494090978486
PF3D7_0503600,0.04365703726359472,0.0032051150736555406,0.005323121295392838,0.014633704804970641,0.07260686655270616,-0.0436579119552208,0.0032045022180357515,0.005322103452124896,-0.07260773829463352,-0.014634580979240723
PF3D7_0903000,0.0436350532319486,0.0032205533649378435,0.005345223987639893,0.014611683523980533,0.07258495664268408,-0.043624652741243226,0.003227880687319774,0.005357385307426569,-0.07257459120866112,-0.014601265420683322
PF3D7_1451300,0.0435435400604539,0.003285548986184798,0.00544589509962401,0.014520015596766809,0.07249375171784629,-0.043546447494750076,0.0032834657963979664,0.005442442150634543,-0.07249664936638829,-0.014522927940251293
PF3D7_0608500,0.04352376267294376,0.0032997515390476967,0.005467630562720499,0.014500204828304643,0.07247404088349807,-0.04352624022069721,0.0032979693031150374,0.005464677428964798,-0.07247651009526011,-0.014502686556499602
PF3D7_1351700,0.043494628808765166,0.0033207750080950426,0.005500650087666342,0.014471021832498437,0.07244500501689857,-0.0434935730577523,0.0033215391396029894,0.005501915822332476,-0.07244395281619401,-0.014469964301985319
PF3D7_0908400,0.043470975030888134,0.003337933570561159,0.005527247967880719,0.014447328201033387,0.07242143076713939,-0.04347509180552317,0.0033349414539869614,0.005522293354523445,-0.07242553370278665,-0.014451451909564013
PF3D7_0716300,0.04342184401401755,0.003373831620398696,0.005584848582711429,0.014398114508848023,0.0723724648339241,-0.04343006954367541,0.0033677971741729452,0.005574859504344991,-0.07238066273495321,-0.01440635387023151
PF3D7_0108000,0.043408268563149735,0.0033838124240036867,0.005599523427653973,0.014384516238659,0.07235893497291296,-0.04341256329458555,0.0033806519935930717,0.005594293556163411,-0.0723632152826879,-0.014388818188057335
PF3D7_0213100,0.043233740067559,0.0035145428568833996,0.00581202326151492,0.014209695329907674,0.07218499163987581,-0.043228797135613416,0.0035183113609931404,0.005818255262215674,-0.07218006525504421,-0.01420474414218305
PF3D7_0203900,0.04314701468909753,0.0035811982772777024,0.005920301104630037,0.014122825307653988,0.0720985563809745,-0.043147000506085366,0.0035812092714331495,0.005920319279750652,-0.07209854224537274,-0.014122811101022705
PF3D7_0718900,0.04302129896188188,0.003679862753088572,0.006068231939724592,0.013996900684993756,0.07197326043438429,-0.04301714705334338,0.0036831630041401016,0.006074858730785136,-0.07196912237400305,-0.013992741893144508
PF3D7_0611200,0.04302068040468403,0.0036803542587211914,0.006068231939724592,0.01399628110224689,0.07197264394036765,-0.04302540687495083,0.0036766001181317465,0.006066027611079302,-0.07197735464505632,-0.014001015409423112
PF3D7_1460100,0.042977098983502195,0.003715134620398678,0.00612356671913989,0.013952627480500772,0.07192920782817867,-0.04298861753293843,0.0037059132668374917,0.0061083673846493835,-0.07194068798319198,-0.013964165101755825
PF3D7_1410900,0.04289061214020447,0.003785041736958205,0.006232652387727438,0.013865997683637221,0.07184300902374995,-0.042889875887524534,0.003785641943664099,0.006233640720226415,-0.0718422752212557,-0.013865260215880242
PF3D7_1450900,0.04283556520356222,0.0038301561561148224,0.0063048716784323685,0.013810859987177153,0.0717881451921581,-0.04283611278370069,0.0038297049852876763,0.0063041290000520975,-0.07178869095171937,-0.013811408469280922
PF3D7_0815900,0.04270790588504184,0.003936666304231329,0.00647807481342198,0.013682990866953322,0.07166090983816488,-0.04270736296258078,0.00393712496680079,0.006478829576515792,-0.07166036871677083,-0.013682447054253623
PF3D7_1037200,0.04268099553418569,0.0039594587235431905,0.0065113117082120815,0.013656036411430933,0.07163408873800545,-0.042675559223992694,0.00396407766457357,0.006518907535548737,-0.07162867045276022,-0.01365059119652975
PF3D7_1035400,0.042647820905907075,0.003987721654358746,0.0065534954103557775,0.013622807469716895,0.07160102407886006,-0.042646883205481975,0.003988523176890721,0.00655481264728701,-0.0716000894858526,-0.013621868235022165
PF3D7_1216600,0.04261709756318775,0.004014059396743813,0.006594620004012175,0.013592033883979938,0.0715704025228594,-0.04259823209924354,0.004030310035756108,0.006621317862343668,-0.0715515995333261,-0.013573137595892706
PF3D7_1366100,0.04259463894164495,0.00403341192742917,0.006624245570604386,0.01356953856981064,0.07154801827240774,-0.04258938861171618,0.004037948313788642,0.006631695872678402,-0.07154278532459243,-0.013564279666193
PF3D7_1461300,0.042473735468843796,0.004139056283465932,0.0067844296168241384,0.013448438071193268,0.07142751466694593,-0.042476517879210626,0.004136597091158253,0.006782613786515281,-0.07143028788447303,-0.013451225006238627
PF3D7_1446700,0.042445898300624,0.00416373284668008,0.006822649414785283,0.013420555659767948,0.07139976944564544,-0.04244311445907749,0.004166207937405993,0.006826705072752425,-0.0713969947967384,-0.013417767296180902
PF3D7_0914600,0.042415257045932596,0.004191049315493019,0.006862928715973724,0.013389864656631702,0.07136922934804371,-0.04242517332526021,0.004182191286739404,0.006848423513261034,-0.07137911289633886,-0.013399797029819496
PF3D7_0830300,0.04238076395494284,0.0042219940219418595,0.006911346378384277,0.013355315628877661,0.0713348500653984,-0.04237817739554312,0.004224322824478522,0.006915158596235388,-0.07133227203745798,-0.013352724877698985
PF3D7_1442200,0.04223319540363177,0.0043567341252296705,0.007120302368781412,0.01320750855104301,0.07118776763290881,-0.04223891951452118,0.004351435825210771,0.007111643245435643,-0.07119347291096392,-0.013213241890610732
PF3D7_1476300,0.04217727826488613,0.004408799949303163,0.00720070515637897,0.013151501360466656,0.07113203436687626,-0.04217294630985981,0.00441285697127644,0.007207331317551725,-0.07112771664910188,-0.013147162436638918
PF3D7_0523400,0.042128486857279414,0.0044546906493009445,0.007268560588049883,0.013102631525464864,0.07108340325268894,-0.0421220653868462,0.004460762466003235,0.00727846775580957,-0.07107700286833159,-0.013096199743474611
PF3D7_1108400,0.042066057561977475,0.004514039276458377,0.0073558321845924,0.013040102083424482,0.07102117885433896,-0.04207610494698621,0.00450443960729732,0.007340189087345859,-0.07103119327840159,-0.013050165570744088
PF3D7_0629300,0.04200347427577331,0.004574252056407632,0.007451532317789648,0.01297741863131285,0.0709588007443015,-0.04200406597195348,0.0045736793836721286,0.007450599424424022,-0.07095939050169588,-0.012978011273447323
PF3D7_1030500,0.041991805773010836,0.00458555867965496,0.007465105096720158,0.012965731478091663,0.07094717047109135,-0.04199751222623042,0.004580026045475237,0.007458517430966974,-0.07095285822922391,-0.012971447051282371
PF3D7_1345700,0.04195404221433272,0.004622324717924044,0.007522103585229251,0.012927907614048492,0.07090953058330944,-0.04195925747743528,0.004617231385441373,0.007514229676890483,-0.07091472877199016,-0.01293313120056295
PF3D7_0515300,0.04192678051109939,0.004649031921039565,0.007561079459396492,0.012900602427695957,0.07088235810746749,-0.041931840102435294,0.004644064711302702,0.007553000902795938,-0.070887401142039,-0.012905670085938863
PF3D7_0316900,0.041908371353366856,0.004667145553220245,0.007588080185167609,0.01288216393136851,0.07086400917849014,-0.04190860561469797,0.004666914651886176,0.00758524761587329,-0.07086424267351774,-0.012882398565916884
PF3D7_0622200,0.04190303987627963,0.00467240335718306,0.007594168539411198,0.0128768239612156,0.07085869514059627,-0.04190946420454718,0.004666068465121903,0.00758524761587329,-0.07086509845476524,-0.012883258523669882
PF3D7_1312200,0.04185216460296863,0.004722845893543334,0.007671185611551454,0.012825867726657522,0.0708079861969794,-0.0418488517939682,0.00472614754842312,0.007676548396613476,-0.0708046842135613,-0.012822549650989234
PF3D7_1025700,0.041670396340240286,0.004907118424590933,0.007955047601105263,0.012643811435402176,0.0706268109779278,-0.041675515014668985,0.004901841522000893,0.007951629799263891,-0.07063191297812778,-0.01264893819450771
PF3D7_0219500,0.04158002619426181,0.005001131805604381,0.00809960649639509,0.012553298805846519,0.07053673496579684,-0.04158469967785332,0.00499623027731312,0.008091668203237996,-0.07054139324986361,-0.012557979646299053
PF3D7_0720000,0.041572339302422365,0.0050092032365258434,0.00811006162713652,0.012545599816294068,0.07052907307121309,-0.041572593691184975,0.005008935933633633,0.008109628855131357,-0.07052932663277521,-0.01254585460536138
PF3D7_1452200,0.04148030718809975,0.005106757707777451,0.008262674705137016,0.012453423128109598,0.07043733997380051,-0.04148184430376045,0.005105114361988652,0.00826001579072245,-0.07043887209931787,-0.012454962654384543
PF3D7_1443900,0.04126236330055741,0.005344659490499403,0.008630902825874037,0.012235138838494893,0.07022010224349423,-0.041269988846611046,0.005336169584231749,0.008617192774536406,-0.0702277031284831,-0.012242776248026088
PF3D7_1206300,0.04125232719348656,0.005355851779485494,0.008646194944109906,0.012225087122867337,0.07021009858813289,-0.04123943943111368,0.005370255265905082,0.00866944714685674,-0.0701972524897427,-0.012212179325532622
PF3D7_0514900,0.041099395824544825,0.005529038541338109,0.008914309167676186,0.012071918634718057,0.07005766100151609,-0.04109588120389752,0.005533077380434751,0.008920820871314492,-0.07005415771292085,-0.012068398580684163
PF3D7_0717700,0.041076869807649685,0.005554970563850613,0.008953242536919148,0.012049357806462492,0.07003520760198219,-0.041081538233894245,0.005549587262164866,0.008944565982275358,-0.07003986098098165,-0.012054033444793482
PF3D7_0921800,0.040940025816668515,0.005714876939308989,0.009199155663371332,0.011912302973983543,0.06989880412585837,-0.04094002764141088,0.005714874779658061,0.009199152187012127,-0.06989880594473392,-0.01191230480153009
PF3D7_1142600,0.0409033552926718,0.005758426745486772,0.00926331533192247,0.011875576135407663,0.06986225146406723,-0.040901896846614445,0.005760164960288059,0.009266111517848003,-0.06986079770397255,-0.011874115451247799
PF3D7_1134300,0.04081170546972072,0.005868580746367737,0.009437490152521521,0.011783785909163206,0.0697708958714511,-0.040821995126300685,0.005856119685026238,0.009417451041059496,-0.06978115251857714,-0.011794091304642446
PF3D7_0721500,0.040796505800253714,0.005887031683196759,0.009464129409982234,0.011768563001799548,0.0697557449516695,-0.040792624343200426,0.005891751768281741,0.009471717528829615,-0.06975187594141717,-0.011764675612767537
PF3D7_1118200,0.04076369289555536,0.005927041704872628,0.009525399396975895,0.011735699977224385,0.06972303724178454,-0.040767418933534125,0.00592248610934107,0.009518078060449194,-0.0697267513376007,-0.011739431703361707
PF3D7_0519300,0.04075575622077184,0.005936755909394718,0.00953795707722538,0.01172775118903211,0.06971512600181645,-0.040758915877899767,0.005932886885736695,0.009531741126604504,-0.06971827553356638,-0.011730915668170623
PF3D7_0204200,0.0406580545523209,0.006057519672874147,0.00972886119620971,0.011629900703240005,0.06961773714136561,-0.04064843243619125,0.006069531893896348,0.009748153784149047,-0.06960814580216744,-0.0116202639609565
PF3D7_1133500,0.04062070777271389,0.00610426330366492,0.009797664701341295,0.011592497184594472,0.06958050978779572,-0.040623617998962774,0.0061006092008606,0.009793533169459401,-0.06958341071073737,-0.011595411829281798
PF3D7_1341300,0.04046152513207323,0.006307160837344981,0.010116855302855372,0.01143307361696668,0.06942183527045216,-0.04046576906969696,0.0063016736436577216,0.010108053696873795,-0.06942606568011205,-0.01143732395875036
PF3D7_0510300,0.04044192827366578,0.00633255436400546,0.010154341965796615,0.011413447200236687,0.06940230086542704,-0.04043604030501025,0.00634020191688575,0.010163357847604465,-0.06939643165684631,-0.011407550355013125
PF3D7_1343000,0.040434195323468876,0.006342599969097843,0.010167201930661793,0.011405702592434865,0.069394592553319,-0.040442755259015584,0.0063314809039042,0.010152620657091114,-0.06940312521569955,-0.011414275432492568
PF3D7_0311500,0.040280681190807556,0.006545014516566475,0.010484975377799919,0.011251957754416793,0.06924156681897425,-0.04027880784375787,0.006547520063282703,0.01048898921085729,-0.06923969942347685,-0.011250081600525026
PF3D7_0707600,0.04017481540802971,0.006687966655917745,0.010700320256949685,0.011145933673168552,0.06913603704941748,-0.04016720897895455,0.006698344964910007,0.010713509680969829,-0.06912845473784733,-0.011138315895522678
PF3D7_1211300,0.040166913687639624,0.006698748155788207,0.01071415455509911,0.01113802016370966,0.06912816038273736,-0.040174636671765025,0.006688210360093838,0.01070071016809403,-0.06913585887990557,-0.011145754670195915
PF3D7_0109850,0.04007847181936859,0.006820492631890971,0.010905400611487984,0.011049446591624969,0.06903999868763239,-0.040079696005008866,0.006818794006626577,0.010902684650926663,-0.0690412189982877,-0.011050672597160617
PF3D7_0919300,0.0399247898914309,0.007036777768053177,0.011236903473706298,0.01089553689070777,0.0688868025295179,-0.03991545369610707,0.007050113339256774,0.01125819880678643,-0.06887749580075825,-0.010886186902466208
PF3D7_0304700,0.0398401616024564,0.007158490350096104,0.011423994615940333,0.01081078376085687,0.06880244115705478,-0.039834741995661935,0.007166348817383408,0.01143653568026942,-0.06879703862951682,-0.010805356173446695
PF3D7_0303000,0.039791662020315706,0.0072290908913869795,0.011532420331033024,0.010762212821730276,0.06875409435525287,-0.039790029448927636,0.007231478244744753,0.011533707524924783,-0.06875246692432199,-0.010760577850738204
PF3D7_0504100,0.039790337682675626,0.007231027452034454,0.011532420331033024,0.010760886537525818,0.06875277418755,-0.03978821488952328,0.007234132553987491,0.011533707524924783,-0.06875065807821736,-0.010758760624420364
PF3D7_0407900,0.0397847485552828,0.007239205483260722,0.011541795527473177,0.010755289196135404,0.06874720265750547,-0.03978970739701578,0.0072319492734885605,0.011533707524924783,-0.06875214588643276,-0.010760255325482805
PF3D7_0602900,0.03971353614869855,0.007344132433946521,0.011701651011421456,0.010683972292300253,0.06867621430478318,-0.03971108361572117,0.007347770255991709,0.011707447274546789,-0.0686737694829263,-0.010681516165730926
PF3D7_0913600,0.039683630417400015,0.007388601778226952,0.01176876938271059,0.01065402276531548,0.0686464025777134,-0.03968943570985659,0.007379950563326661,0.011754989488205811,-0.06865218962614039,-0.01065983655530491
PF3D7_0321500,0.03967972057385659,0.007394433463605469,0.011774321558958073,0.010650107199820352,0.06864250502035973,-0.039687734061068985,0.007382485468155851,0.011755296498944865,-0.06865049332524926,-0.010658132415515003
PF3D7_1331500,0.039641589861372645,0.007451523673667609,0.011861464420595538,0.01061192073073314,0.06860449408247062,-0.03964592865872448,0.007445007659661617,0.011851092116664021,-0.06860881925521393,-0.010616265868218712
PF3D7_1425900,0.039563552790468914,0.00756959605846387,0.01203796027168256,0.010533769814150445,0.06852670187619316,-0.03957135796278857,0.0075577116002585485,0.012019060368091779,-0.06853448257330437,-0.010541586357214052
PF3D7_1136300,0.039560754865317224,0.007573860363938594,0.012040926565285968,0.010530967813784665,0.06852391272382732,-0.03957302979872933,0.007555168173512298,0.012018823791714177,-0.06853614916629756,-0.010543260629182935
PF3D7_1219300,0.039552949697294885,0.007585767567917428,0.012056037816142359,0.010523151279844125,0.06851613202621357,-0.039550799120344926,0.007589051335292762,0.012061256697857623,-0.06851398819103573,-0.010520997571838482
PF3D7_0304200,0.0394283882888124,0.007778076107501115,0.012338231347518361,0.010398408964602403,0.06839196066021769,-0.03942209462059802,0.007787907683356218,0.01235382701098763,-0.06838568667572023,-0.010392106179758994
PF3D7_0526900,0.039366805991626466,0.007874755613234348,0.012487645631223756,0.010336737562145128,0.06833057086584401,-0.03936347494692335,0.007880015641599942,0.012495986889475548,-0.06832725022754717,-0.010333401703949589
